Order_ID,Customer_ID,City,Category,Payment_Mode,Order_Date,Scheduled_Delivery_Days,Actual_Delivery_Days,Delivery_Date,Order_Value,Discount_Applied,Discount_Amount,Final_Amount,Returned,Return_Reason,Delay
6871,1924,Houston,Home Appliances,Debit Card,2022-02-22,7,8,2022-03-02,230.66,0.06,13.84,216.82,0,Not Returned,1
6872,2938,New York,Beauty,UPI,2022-08-20,9,7,2022-08-27,335.17,0.11,36.87,298.3,0,Not Returned,-2
6873,1493,Chicago,Electronics,Debit Card,2022-09-20,1,3,2022-09-23,245.43,0.26,63.81,181.62,1,Size Issue,2
6874,2546,Chicago,Home Appliances,UPI,2022-04-08,5,4,2022-04-12,259.25,0.16,41.48,217.77,1,No Longer Needed,-1
6875,4169,New York,Books,Credit Card,2022-07-13,10,8,2022-07-21,161.94,0.02,3.24,158.7,0,Not Returned,-2
6876,2969,Miami,Clothing,Net Banking,2022-09-10,6,7,2022-09-17,43.24,0.15,6.49,36.75,1,Late Delivery,1
6877,2094,New York,Books,Net Banking,2022-12-06,9,7,2022-12-13,460.17,0.24,110.44,349.73,0,Not Returned,-2
6878,3411,Miami,Clothing,Net Banking,2022-07-28,4,6,2022-08-03,25.87,0.16,4.14,21.73,0,Not Returned,2
6879,3617,New York,Electronics,UPI,2022-03-15,9,9,2022-03-24,155.04,0.05,7.75,147.29,0,Not Returned,0
6880,2825,Los Angeles,Home Appliances,UPI,2022-01-05,6,6,2022-01-11,234.85,0.13,30.53,204.32,0,Not Returned,0
6881,1762,Los Angeles,Beauty,UPI,2022-12-19,2,1,2022-12-20,173.16,0.28,48.48,124.68,0,Not Returned,-1
6882,3323,San Francisco,Toys,Credit Card,2022-12-23,4,5,2022-12-28,284.92,0.2,56.98,227.94,0,Not Returned,1
6883,1049,Boston,Toys,COD,2022-06-13,9,8,2022-06-21,241.57,0.22,53.15,188.42,0,Not Returned,-1
6884,4429,New York,Home Appliances,UPI,2022-10-27,4,6,2022-11-02,142.63,0.24,34.23,108.4,1,Wrong Item,2
6885,3775,Chicago,Clothing,UPI,2022-05-02,4,5,2022-05-07,62.25,0.03,1.87,60.38,0,Not Returned,1
6886,1905,Los Angeles,Toys,Net Banking,2022-05-19,9,9,2022-05-28,86.02,0.17,14.62,71.4,0,Not Returned,0
6887,3975,Seattle,Sports,Debit Card,2022-05-29,9,7,2022-06-05,253.43,0.11,27.88,225.55,0,Not Returned,-2
6888,1563,Miami,Books,Debit Card,2022-12-11,9,7,2022-12-18,426.05,0.04,17.04,409.01,0,Not Returned,-2
6889,1782,Los Angeles,Beauty,Credit Card,2022-02-04,1,1,2022-02-05,68.31,0.06,4.1,64.21,0,Not Returned,0
6890,3532,Los Angeles,Beauty,Debit Card,2022-10-18,1,2,2022-10-20,345.06,0.23,79.36,265.7,0,Not Returned,1
6891,4155,Dallas,Toys,COD,2022-02-04,4,5,2022-02-09,400.2,0.05,20.01,380.19,0,Not Returned,1
6892,4970,Miami,Home Appliances,Net Banking,2022-06-16,3,3,2022-06-19,152.85,0.09,13.76,139.09,0,Not Returned,0
6893,4876,Houston,Home Appliances,Credit Card,2022-10-16,10,8,2022-10-24,340.75,0.09,30.67,310.08,1,Size Issue,-2
6894,4709,Phoenix,Clothing,Debit Card,2022-03-18,3,4,2022-03-22,349.6,0.01,3.5,346.1,0,Not Returned,1
6895,3040,Miami,Sports,Debit Card,2022-11-20,6,7,2022-11-27,359.74,0.14,50.36,309.38,0,Not Returned,1
6896,2831,San Francisco,Books,Net Banking,2022-08-20,4,5,2022-08-25,447.59,0.23,102.95,344.64,0,Not Returned,1
6897,1583,Dallas,Sports,Credit Card,2022-11-03,7,6,2022-11-09,211.29,0.01,2.11,209.18,1,Late Delivery,-1
6898,2319,Miami,Beauty,Net Banking,2022-09-05,6,7,2022-09-12,136.97,0.03,4.11,132.86,0,Not Returned,1
6899,1235,Miami,Sports,Credit Card,2022-10-21,7,8,2022-10-29,281.05,0.22,61.83,219.22,0,Not Returned,1
6900,3103,Boston,Toys,Debit Card,2022-02-11,2,3,2022-02-14,50.02,0.18,9.0,41.02,0,Not Returned,1
6901,2942,Dallas,Clothing,Net Banking,2022-06-22,2,3,2022-06-25,180.28,0.21,37.86,142.42,0,Not Returned,1
6902,1359,Miami,Sports,Net Banking,2022-01-30,3,2,2022-02-01,443.95,0.07,31.08,412.87,0,Not Returned,-1
6903,2930,Phoenix,Books,COD,2022-06-12,4,6,2022-06-18,275.39,0.24,66.09,209.3,0,Not Returned,2
6904,1109,Phoenix,Beauty,Net Banking,2022-01-28,3,2,2022-01-30,229.6,0.14,32.14,197.46,0,Not Returned,-1
6905,1191,Seattle,Electronics,Credit Card,2022-12-28,1,1,2022-12-29,147.53,0.18,26.56,120.97,0,Not Returned,0
6906,1903,Dallas,Beauty,COD,2022-06-22,1,1,2022-06-23,140.18,0.03,4.21,135.97,1,Defective,0
6907,2116,Houston,Electronics,Net Banking,2022-10-31,10,9,2022-11-09,133.57,0.06,8.01,125.56,0,Not Returned,-1
6908,1861,Miami,Books,Net Banking,2022-11-07,1,1,2022-11-08,418.03,0.23,96.15,321.88,0,Not Returned,0
6909,3615,Boston,Beauty,COD,2022-06-03,7,7,2022-06-10,492.81,0.07,34.5,458.31,0,Not Returned,0
6910,2083,Boston,Beauty,Debit Card,2022-12-29,4,5,2023-01-03,276.7,0.03,8.3,268.4,1,Late Delivery,1
6911,1649,Chicago,Beauty,Net Banking,2022-08-14,5,6,2022-08-20,58.32,0.18,10.5,47.82,0,Not Returned,1
6912,1038,Houston,Beauty,UPI,2022-05-05,11,9,2022-05-14,380.5,0.16,60.88,319.62,0,Not Returned,-2
6913,4611,Boston,Clothing,Debit Card,2022-06-06,3,3,2022-06-09,440.99,0.18,79.38,361.61,0,Not Returned,0
6914,4120,Phoenix,Home Appliances,Net Banking,2022-11-07,4,6,2022-11-13,466.99,0.19,88.73,378.26,0,Not Returned,2
6915,4491,Chicago,Beauty,Debit Card,2022-07-13,5,7,2022-07-20,321.81,0.15,48.27,273.54,0,Not Returned,2
6916,1636,New York,Clothing,Credit Card,2022-11-22,4,2,2022-11-24,263.3,0.15,39.49,223.81,0,Not Returned,-2
6917,2036,Boston,Books,Debit Card,2022-10-31,6,6,2022-11-06,317.85,0.28,89.0,228.85,0,Not Returned,0
6918,1035,San Francisco,Beauty,COD,2022-09-20,7,6,2022-09-26,26.22,0.16,4.2,22.02,0,Not Returned,-1
6919,3148,Dallas,Sports,Net Banking,2022-03-16,6,5,2022-03-21,334.6,0.19,63.57,271.03,1,No Longer Needed,-1
6920,4865,Boston,Beauty,Debit Card,2022-05-03,5,7,2022-05-10,360.63,0.08,28.85,331.78,0,Not Returned,2
6921,4157,Los Angeles,Toys,UPI,2022-03-21,10,9,2022-03-30,366.57,0.26,95.31,271.26,1,No Longer Needed,-1
6922,4587,Houston,Beauty,Credit Card,2022-05-14,6,7,2022-05-21,290.27,0.01,2.9,287.37,0,Not Returned,1
6923,4294,Los Angeles,Electronics,Credit Card,2022-09-16,1,2,2022-09-18,356.02,0.17,60.52,295.5,0,Not Returned,1
6924,2361,Seattle,Sports,Debit Card,2022-04-03,6,4,2022-04-07,326.64,0.12,39.2,287.44,0,Not Returned,-2
6925,2983,Boston,Beauty,COD,2022-04-27,2,1,2022-04-28,75.45,0.18,13.58,61.87,0,Not Returned,-1
6926,1165,New York,Beauty,Credit Card,2022-06-17,4,2,2022-06-19,451.22,0.11,49.63,401.59,0,Not Returned,-2
6927,3430,Los Angeles,Beauty,Debit Card,2022-01-17,9,9,2022-01-26,318.91,0.22,70.16,248.75,0,Not Returned,0
6928,2879,Los Angeles,Clothing,Debit Card,2022-08-18,8,7,2022-08-25,369.34,0.01,3.69,365.65,1,Late Delivery,-1
6929,4966,Houston,Books,Credit Card,2022-12-30,6,8,2023-01-07,184.59,0.12,22.15,162.44,0,Not Returned,2
6930,4447,Chicago,Electronics,Debit Card,2022-10-30,6,8,2022-11-07,461.23,0.25,115.31,345.92,0,Not Returned,2
6931,4542,New York,Beauty,Debit Card,2022-01-11,2,2,2022-01-13,261.26,0.08,20.9,240.36,0,Not Returned,0
6932,3837,Los Angeles,Books,UPI,2022-03-02,4,5,2022-03-07,345.92,0.02,6.92,339.0,1,No Longer Needed,1
6933,4713,Miami,Electronics,Debit Card,2022-09-02,1,1,2022-09-03,477.05,0.15,71.56,405.49,0,Not Returned,0
6934,1030,New York,Electronics,Debit Card,2022-03-11,8,9,2022-03-20,459.72,0.29,133.32,326.4,0,Not Returned,1
6935,4446,Miami,Toys,COD,2022-11-03,6,5,2022-11-08,329.5,0.02,6.59,322.91,0,Not Returned,-1
6936,1010,Boston,Electronics,Credit Card,2022-08-29,3,1,2022-08-30,99.56,0.02,1.99,97.57,1,Size Issue,-2
6937,3011,Los Angeles,Beauty,COD,2022-11-25,7,7,2022-12-02,476.27,0.18,85.73,390.54,0,Not Returned,0
6938,4373,Los Angeles,Clothing,Net Banking,2022-07-13,10,9,2022-07-22,492.39,0.08,39.39,453.0,0,Not Returned,-1
6939,3143,Phoenix,Beauty,COD,2022-11-20,1,1,2022-11-21,69.63,0.12,8.36,61.27,0,Not Returned,0
6940,4261,Phoenix,Beauty,Net Banking,2022-11-09,3,1,2022-11-10,236.14,0.25,59.04,177.1,0,Not Returned,-2
6941,3500,Houston,Books,Net Banking,2022-06-18,3,1,2022-06-19,283.16,0.06,16.99,266.17,0,Not Returned,-2
6942,3239,Dallas,Home Appliances,COD,2022-08-20,8,7,2022-08-27,64.2,0.22,14.12,50.08,0,Not Returned,-1
6943,1485,Dallas,Home Appliances,UPI,2022-04-04,1,3,2022-04-07,111.05,0.15,16.66,94.39,0,Not Returned,2
6944,2289,Chicago,Toys,COD,2022-05-12,11,9,2022-05-21,278.1,0.27,75.09,203.01,0,Not Returned,-2
6945,2447,Houston,Home Appliances,Credit Card,2022-01-07,10,9,2022-01-16,482.28,0.29,139.86,342.42,1,No Longer Needed,-1
6946,4199,Dallas,Books,COD,2022-03-23,5,7,2022-03-30,33.35,0.15,5.0,28.35,0,Not Returned,2
6947,3285,Houston,Sports,UPI,2022-05-16,4,3,2022-05-19,457.97,0.18,82.43,375.54,1,Defective,-1
6948,2943,Los Angeles,Toys,COD,2022-12-16,6,8,2022-12-24,451.33,0.22,99.29,352.04,0,Not Returned,2
6949,4426,Phoenix,Books,UPI,2022-03-20,6,6,2022-03-26,431.45,0.1,43.14,388.31,0,Not Returned,0
6950,2963,Phoenix,Electronics,Credit Card,2022-01-10,3,4,2022-01-14,201.22,0.07,14.09,187.13,0,Not Returned,1
6951,4183,Phoenix,Beauty,Debit Card,2022-04-20,9,8,2022-04-28,255.6,0.29,74.12,181.48,0,Not Returned,-1
6952,2851,Dallas,Sports,UPI,2022-09-08,4,3,2022-09-11,213.73,0.13,27.78,185.95,0,Not Returned,-1
6953,2469,New York,Electronics,UPI,2022-07-13,2,1,2022-07-14,474.84,0.0,0.0,474.84,0,Not Returned,-1
6954,2366,San Francisco,Toys,UPI,2022-04-16,5,4,2022-04-20,270.25,0.25,67.56,202.69,0,Not Returned,-1
6955,4216,Los Angeles,Beauty,Credit Card,2022-07-26,9,9,2022-08-04,58.69,0.18,10.56,48.13,0,Not Returned,0
6956,4136,Boston,Beauty,Net Banking,2022-05-30,6,7,2022-06-06,151.55,0.05,7.58,143.97,0,Not Returned,1
6957,4318,Houston,Toys,UPI,2022-08-14,1,1,2022-08-15,241.78,0.01,2.42,239.36,0,Not Returned,0
6958,3782,Phoenix,Electronics,Credit Card,2022-11-19,3,1,2022-11-20,477.71,0.09,42.99,434.72,0,Not Returned,-2
6959,1990,Phoenix,Books,Debit Card,2022-09-17,1,1,2022-09-18,293.1,0.28,82.07,211.03,0,Not Returned,0
6960,4561,Phoenix,Home Appliances,UPI,2022-03-30,5,6,2022-04-05,354.11,0.28,99.15,254.96,0,Not Returned,1
6961,1824,Los Angeles,Sports,Net Banking,2022-03-10,8,9,2022-03-19,62.49,0.09,5.62,56.87,0,Not Returned,1
6962,2462,Phoenix,Toys,Credit Card,2022-11-05,1,3,2022-11-08,441.12,0.25,110.28,330.84,0,Not Returned,2
6963,3153,Chicago,Toys,Debit Card,2022-12-05,1,3,2022-12-08,278.73,0.13,36.23,242.5,0,Not Returned,2
6964,3228,Houston,Beauty,Net Banking,2022-07-02,7,7,2022-07-09,462.19,0.2,92.44,369.75,0,Not Returned,0
6965,3231,Los Angeles,Clothing,Debit Card,2022-02-16,6,6,2022-02-22,233.83,0.1,23.38,210.45,0,Not Returned,0
6966,1225,Houston,Beauty,Net Banking,2022-10-10,8,9,2022-10-19,347.88,0.15,52.18,295.7,0,Not Returned,1
6967,1776,Miami,Home Appliances,COD,2022-05-26,1,3,2022-05-29,246.0,0.09,22.14,223.86,0,Not Returned,2
6968,3837,Seattle,Beauty,COD,2022-11-03,5,7,2022-11-10,88.43,0.02,1.77,86.66,0,Not Returned,2
6969,4980,Chicago,Clothing,COD,2022-12-09,6,7,2022-12-16,150.58,0.04,6.02,144.56,0,Not Returned,1
6970,2112,New York,Toys,Debit Card,2022-05-01,8,9,2022-05-10,52.28,0.09,4.71,47.57,1,Wrong Item,1
6971,1687,New York,Books,COD,2022-03-08,8,6,2022-03-14,231.33,0.29,67.09,164.24,0,Not Returned,-2
6972,1529,San Francisco,Beauty,Credit Card,2022-01-02,10,9,2022-01-11,331.68,0.29,96.19,235.49,0,Not Returned,-1
6973,4442,Chicago,Sports,Credit Card,2022-09-02,6,6,2022-09-08,136.98,0.25,34.24,102.74,0,Not Returned,0
6974,1971,Houston,Books,COD,2022-04-11,2,2,2022-04-13,255.39,0.07,17.88,237.51,0,Not Returned,0
6975,1935,New York,Clothing,Net Banking,2022-05-21,8,6,2022-05-27,240.31,0.13,31.24,209.07,0,Not Returned,-2
6976,4984,Seattle,Electronics,Net Banking,2022-06-17,3,5,2022-06-22,276.04,0.13,35.89,240.15,1,Defective,2
6977,2422,New York,Beauty,Debit Card,2022-01-12,7,6,2022-01-18,108.6,0.12,13.03,95.57,0,Not Returned,-1
6978,3153,Phoenix,Toys,Net Banking,2022-02-12,7,9,2022-02-21,276.31,0.01,2.76,273.55,1,Defective,2
6979,2294,San Francisco,Toys,UPI,2022-03-13,8,6,2022-03-19,194.82,0.16,31.17,163.65,0,Not Returned,-2
6980,2998,Los Angeles,Books,Net Banking,2022-11-25,7,5,2022-11-30,157.3,0.02,3.15,154.15,0,Not Returned,-2
6981,3878,Boston,Beauty,Credit Card,2022-01-04,7,5,2022-01-09,301.27,0.24,72.3,228.97,0,Not Returned,-2
6982,2526,Boston,Sports,Net Banking,2022-06-14,3,3,2022-06-17,91.06,0.21,19.12,71.94,0,Not Returned,0
6983,1678,New York,Beauty,Debit Card,2022-06-13,5,5,2022-06-18,452.32,0.11,49.76,402.56,0,Not Returned,0
6984,4596,Houston,Books,Net Banking,2022-02-01,3,5,2022-02-06,468.73,0.19,89.06,379.67,0,Not Returned,2
6985,3896,Houston,Home Appliances,Debit Card,2022-07-04,2,3,2022-07-07,337.09,0.07,23.6,313.49,0,Not Returned,1
6986,4103,Phoenix,Books,UPI,2022-05-20,7,7,2022-05-27,165.51,0.08,13.24,152.27,0,Not Returned,0
6987,3440,New York,Clothing,COD,2022-10-14,9,8,2022-10-22,320.48,0.09,28.84,291.64,0,Not Returned,-1
6988,1039,New York,Books,UPI,2022-06-17,8,7,2022-06-24,308.73,0.24,74.1,234.63,1,Late Delivery,-1
6989,3707,Boston,Toys,Credit Card,2022-12-29,3,2,2022-12-31,207.8,0.06,12.47,195.33,0,Not Returned,-1
6990,4289,Miami,Sports,UPI,2022-03-04,9,7,2022-03-11,157.88,0.17,26.84,131.04,0,Not Returned,-2
6991,4802,New York,Books,UPI,2022-08-09,1,1,2022-08-10,100.86,0.06,6.05,94.81,0,Not Returned,0
6992,4028,Los Angeles,Books,Credit Card,2022-08-28,5,3,2022-08-31,124.34,0.09,11.19,113.15,0,Not Returned,-2
6993,2105,San Francisco,Sports,Credit Card,2022-11-07,5,4,2022-11-11,333.45,0.07,23.34,310.11,1,No Longer Needed,-1
6994,1844,San Francisco,Books,COD,2022-10-23,7,6,2022-10-29,445.23,0.19,84.59,360.64,0,Not Returned,-1
6995,2743,Los Angeles,Toys,COD,2022-08-07,11,9,2022-08-16,204.78,0.16,32.76,172.02,0,Not Returned,-2
6996,3248,Miami,Sports,Net Banking,2022-12-19,10,9,2022-12-28,78.51,0.22,17.27,61.24,0,Not Returned,-1
6997,1446,Houston,Toys,Debit Card,2022-08-29,7,6,2022-09-04,26.15,0.07,1.83,24.32,0,Not Returned,-1
6998,4915,Boston,Toys,Credit Card,2022-10-22,7,9,2022-10-31,214.83,0.0,0.0,214.83,0,Not Returned,2
6999,4499,San Francisco,Toys,UPI,2022-07-29,7,6,2022-08-04,131.63,0.2,26.33,105.3,0,Not Returned,-1
7000,4109,Chicago,Clothing,UPI,2022-06-21,9,7,2022-06-28,174.83,0.03,5.24,169.59,0,Not Returned,-2
7001,2234,Seattle,Sports,COD,2022-01-20,8,6,2022-01-26,136.0,0.07,9.52,126.48,0,Not Returned,-2
7002,3491,Boston,Clothing,Debit Card,2022-04-06,2,3,2022-04-09,338.79,0.09,30.49,308.3,0,Not Returned,1
7003,2350,Miami,Clothing,Credit Card,2022-12-07,2,1,2022-12-08,326.49,0.22,71.83,254.66,0,Not Returned,-1
7004,3808,Chicago,Sports,COD,2022-12-23,3,4,2022-12-27,457.91,0.19,87.0,370.91,0,Not Returned,1
7005,1226,New York,Books,Debit Card,2022-01-27,3,1,2022-01-28,355.88,0.06,21.35,334.53,0,Not Returned,-2
7006,1047,Los Angeles,Beauty,Credit Card,2022-10-21,1,1,2022-10-22,99.17,0.18,17.85,81.32,0,Not Returned,0
7007,4089,New York,Home Appliances,UPI,2022-12-09,6,5,2022-12-14,380.77,0.21,79.96,300.81,0,Not Returned,-1
7008,3959,Phoenix,Beauty,UPI,2022-12-20,8,8,2022-12-28,107.01,0.12,12.84,94.17,0,Not Returned,0
7009,2462,Dallas,Toys,COD,2022-03-17,1,1,2022-03-18,288.13,0.07,20.17,267.96,0,Not Returned,0
7010,2830,Los Angeles,Sports,Debit Card,2022-09-24,6,5,2022-09-29,57.0,0.2,11.4,45.6,0,Not Returned,-1
7011,4779,Chicago,Books,UPI,2022-06-13,7,8,2022-06-21,42.72,0.18,7.69,35.03,0,Not Returned,1
7012,1186,Seattle,Clothing,Debit Card,2022-08-19,2,3,2022-08-22,242.83,0.02,4.86,237.97,0,Not Returned,1
7013,3392,Dallas,Electronics,COD,2022-12-29,5,6,2023-01-04,70.39,0.2,14.08,56.31,0,Not Returned,1
7014,3271,Phoenix,Home Appliances,Net Banking,2022-07-09,9,7,2022-07-16,167.2,0.15,25.08,142.12,0,Not Returned,-2
7015,3877,Houston,Beauty,Debit Card,2022-09-29,9,8,2022-10-07,182.64,0.23,42.01,140.63,0,Not Returned,-1
7016,3535,Phoenix,Books,Debit Card,2022-02-11,2,3,2022-02-14,389.32,0.06,23.36,365.96,0,Not Returned,1
7017,2932,Dallas,Toys,COD,2022-08-21,1,1,2022-08-22,179.69,0.08,14.38,165.31,0,Not Returned,0
7018,3924,San Francisco,Home Appliances,Net Banking,2022-11-22,9,8,2022-11-30,257.26,0.16,41.16,216.1,0,Not Returned,-1
7019,1848,Boston,Toys,UPI,2022-01-13,6,4,2022-01-17,390.84,0.14,54.72,336.12,0,Not Returned,-2
7020,3032,Miami,Electronics,Credit Card,2022-02-05,3,2,2022-02-07,118.35,0.12,14.2,104.15,0,Not Returned,-1
7021,2252,New York,Electronics,COD,2022-03-16,3,1,2022-03-17,406.35,0.22,89.4,316.95,0,Not Returned,-2
7022,2413,Houston,Electronics,Credit Card,2022-05-19,8,6,2022-05-25,419.26,0.17,71.27,347.99,0,Not Returned,-2
7023,1978,Miami,Beauty,Net Banking,2022-05-04,1,1,2022-05-05,494.65,0.21,103.88,390.77,0,Not Returned,0
7024,2612,Phoenix,Toys,Net Banking,2022-10-31,4,6,2022-11-06,233.14,0.05,11.66,221.48,0,Not Returned,2
7025,2016,Seattle,Sports,Debit Card,2022-09-07,8,8,2022-09-15,197.91,0.22,43.54,154.37,1,Size Issue,0
7026,3235,New York,Home Appliances,Credit Card,2022-06-06,2,3,2022-06-09,356.96,0.14,49.97,306.99,0,Not Returned,1
7027,2881,Houston,Sports,Credit Card,2022-01-19,7,6,2022-01-25,47.91,0.01,0.48,47.43,0,Not Returned,-1
7028,1269,Miami,Toys,Net Banking,2022-05-05,5,6,2022-05-11,39.08,0.07,2.74,36.34,1,No Longer Needed,1
7029,2630,New York,Electronics,Credit Card,2022-11-08,6,5,2022-11-13,180.8,0.01,1.81,178.99,0,Not Returned,-1
7030,1309,New York,Books,UPI,2022-07-28,3,3,2022-07-31,370.17,0.14,51.82,318.35,1,Late Delivery,0
7031,4203,Houston,Electronics,Net Banking,2022-05-07,6,6,2022-05-13,75.9,0.1,7.59,68.31,0,Not Returned,0
7032,3043,Chicago,Sports,Debit Card,2022-04-10,2,1,2022-04-11,325.06,0.3,97.52,227.54,1,Wrong Item,-1
7033,2574,Boston,Electronics,Debit Card,2022-09-09,6,4,2022-09-13,149.36,0.26,38.83,110.53,0,Not Returned,-2
7034,2095,Chicago,Toys,Debit Card,2022-08-23,6,8,2022-08-31,332.8,0.25,83.2,249.6,0,Not Returned,2
7035,4864,New York,Electronics,Credit Card,2022-07-23,7,6,2022-07-29,239.35,0.15,35.9,203.45,1,Defective,-1
7036,3892,Dallas,Sports,Net Banking,2022-10-25,6,4,2022-10-29,75.27,0.24,18.06,57.21,0,Not Returned,-2
7037,2695,Los Angeles,Sports,Debit Card,2022-03-01,7,6,2022-03-07,138.7,0.08,11.1,127.6,0,Not Returned,-1
7038,4258,Dallas,Toys,Net Banking,2022-09-13,2,1,2022-09-14,125.46,0.17,21.33,104.13,0,Not Returned,-1
7039,3533,Houston,Books,Credit Card,2022-02-25,4,3,2022-02-28,99.0,0.12,11.88,87.12,1,Size Issue,-1
7040,4262,New York,Sports,UPI,2022-09-16,8,7,2022-09-23,244.81,0.05,12.24,232.57,0,Not Returned,-1
7041,2445,New York,Toys,UPI,2022-06-16,2,1,2022-06-17,478.24,0.02,9.56,468.68,0,Not Returned,-1
7042,3167,Seattle,Books,UPI,2022-02-12,4,2,2022-02-14,335.88,0.17,57.1,278.78,0,Not Returned,-2
7043,1219,Boston,Clothing,Credit Card,2022-05-17,3,3,2022-05-20,421.28,0.03,12.64,408.64,0,Not Returned,0
7044,1052,Seattle,Toys,Debit Card,2022-12-06,2,4,2022-12-10,490.92,0.22,108.0,382.92,0,Not Returned,2
7045,2757,Houston,Clothing,Credit Card,2022-10-01,4,6,2022-10-07,279.5,0.28,78.26,201.24,0,Not Returned,2
7046,2474,San Francisco,Sports,Net Banking,2022-12-11,11,9,2022-12-20,134.27,0.05,6.71,127.56,0,Not Returned,-2
7047,4483,Chicago,Electronics,UPI,2022-09-07,3,1,2022-09-08,465.35,0.14,65.15,400.2,0,Not Returned,-2
7048,2666,Seattle,Home Appliances,Net Banking,2022-01-21,5,4,2022-01-25,355.51,0.22,78.21,277.3,1,Size Issue,-1
7049,2260,Houston,Electronics,Credit Card,2022-06-03,4,4,2022-06-07,480.29,0.09,43.23,437.06,0,Not Returned,0
7050,3805,Chicago,Sports,COD,2022-01-23,6,6,2022-01-29,332.5,0.28,93.1,239.4,1,Size Issue,0
7051,3785,Houston,Books,COD,2022-09-26,1,1,2022-09-27,392.07,0.27,105.86,286.21,0,Not Returned,0
7052,1719,San Francisco,Toys,Credit Card,2022-06-30,9,9,2022-07-09,447.51,0.03,13.43,434.08,0,Not Returned,0
7053,1405,Boston,Electronics,Debit Card,2022-09-03,2,1,2022-09-04,384.44,0.01,3.84,380.6,0,Not Returned,-1
7054,3655,Boston,Clothing,Net Banking,2022-10-20,1,1,2022-10-21,290.07,0.29,84.12,205.95,1,Size Issue,0
7055,4068,Houston,Beauty,Credit Card,2022-07-03,5,3,2022-07-06,246.52,0.29,71.49,175.03,0,Not Returned,-2
7056,3469,Seattle,Sports,Credit Card,2022-05-20,2,1,2022-05-21,415.22,0.13,53.98,361.24,0,Not Returned,-1
7057,3759,Boston,Electronics,COD,2022-01-03,3,4,2022-01-07,390.55,0.02,7.81,382.74,0,Not Returned,1
7058,3294,Los Angeles,Beauty,UPI,2022-05-22,8,7,2022-05-29,195.89,0.19,37.22,158.67,1,Size Issue,-1
7059,1071,Seattle,Electronics,UPI,2022-06-12,11,9,2022-06-21,259.2,0.09,23.33,235.87,0,Not Returned,-2
7060,2853,Miami,Books,Debit Card,2022-12-20,3,4,2022-12-24,324.8,0.28,90.94,233.86,0,Not Returned,1
7061,3232,Phoenix,Books,Debit Card,2022-08-20,7,6,2022-08-26,33.62,0.24,8.07,25.55,0,Not Returned,-1
7062,3053,Houston,Books,Debit Card,2022-12-15,1,2,2022-12-17,138.83,0.19,26.38,112.45,0,Not Returned,1
7063,2229,Houston,Beauty,COD,2022-06-07,9,7,2022-06-14,140.1,0.09,12.61,127.49,0,Not Returned,-2
7064,2567,Houston,Home Appliances,Credit Card,2022-03-12,7,8,2022-03-20,443.95,0.21,93.23,350.72,1,No Longer Needed,1
7065,4682,San Francisco,Beauty,Debit Card,2022-07-13,1,3,2022-07-16,179.11,0.09,16.12,162.99,0,Not Returned,2
7066,3953,Houston,Sports,COD,2022-01-26,1,1,2022-01-27,281.67,0.01,2.82,278.85,0,Not Returned,0
7067,1386,Boston,Sports,Net Banking,2022-06-23,1,2,2022-06-25,419.16,0.15,62.87,356.29,1,Late Delivery,1
7068,2791,Boston,Clothing,Credit Card,2022-07-05,2,2,2022-07-07,144.65,0.15,21.7,122.95,0,Not Returned,0
7069,1698,Phoenix,Clothing,Net Banking,2022-11-09,6,6,2022-11-15,79.4,0.23,18.26,61.14,0,Not Returned,0
7070,4147,Phoenix,Sports,UPI,2022-04-23,8,7,2022-04-30,475.21,0.26,123.55,351.66,0,Not Returned,-1
7071,2200,Dallas,Electronics,UPI,2022-08-28,4,5,2022-09-02,358.25,0.11,39.41,318.84,1,No Longer Needed,1
7072,1826,Seattle,Sports,Credit Card,2022-11-16,1,1,2022-11-17,104.99,0.13,13.65,91.34,1,Late Delivery,0
7073,2822,Boston,Toys,Debit Card,2022-07-21,3,5,2022-07-26,413.46,0.14,57.88,355.58,0,Not Returned,2
7074,1348,Boston,Home Appliances,Credit Card,2022-08-16,6,8,2022-08-24,397.82,0.1,39.78,358.04,0,Not Returned,2
7075,2278,San Francisco,Clothing,Debit Card,2022-11-18,1,2,2022-11-20,422.02,0.22,92.84,329.18,0,Not Returned,1
7076,4908,Boston,Clothing,UPI,2022-05-22,10,8,2022-05-30,152.58,0.16,24.41,128.17,0,Not Returned,-2
7077,4773,Boston,Toys,Credit Card,2022-05-18,6,6,2022-05-24,235.32,0.27,63.54,171.78,0,Not Returned,0
7078,1307,Dallas,Toys,Credit Card,2022-04-14,2,1,2022-04-15,352.96,0.2,70.59,282.37,0,Not Returned,-1
7079,4416,Los Angeles,Beauty,Debit Card,2022-11-16,10,9,2022-11-25,207.52,0.06,12.45,195.07,1,Wrong Item,-1
7080,2150,Dallas,Toys,UPI,2022-04-29,7,8,2022-05-07,53.59,0.05,2.68,50.91,0,Not Returned,1
7081,2960,Los Angeles,Clothing,UPI,2022-10-04,3,5,2022-10-09,85.5,0.11,9.4,76.1,0,Not Returned,2
7082,3334,Dallas,Sports,Debit Card,2022-07-16,3,4,2022-07-20,306.61,0.1,30.66,275.95,0,Not Returned,1
7083,1765,Boston,Clothing,Debit Card,2022-09-22,1,1,2022-09-23,200.08,0.12,24.01,176.07,0,Not Returned,0
